title,dosage_form,manufacturer,strength,price,url
Pink-Bismol,Oral Suspension,Ziska Pharmaceuticals Ltd.,87.5 mg/5 ml,"200 ml bottle :
            
                                    ৳ 120.00",https://medex.com.bd/brands/16330/pink-bismol-875mg
Pinor,Tablet,Aristopharma Ltd.,25 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/4454/pinor-25mg
Pintus,Syrup,Navana Pharmaceuticals Ltd.,7.5 mg/5 ml,"100 ml bottle :
            
                                    ৳ 80.00",https://medex.com.bd/brands/26924/pintus-75mg
Piocin,Tablet,Millat Pharmaceuticals Ltd.,200 mg,Unit Price : ৳ 18.00,https://medex.com.bd/brands/9666/piocin-200mg
Piodar,Tablet,Incepta Pharmaceuticals Ltd.,15 mg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/5591/piodar-15mg
Piodin,Ointment,Pharmasia Limited,6% w/w,"25 gm tube :
            
                                    ৳ 35.00",https://medex.com.bd/brands/12860/piodin-6w
Piolit,Tablet,Alco Pharma Ltd.,15 mg,Unit Price : ৳ 8.02,https://medex.com.bd/brands/5597/piolit-15mg
PioMet,Tablet,Silva Pharmaceuticals Ltd.,15 mg+500 mg,Unit Price : ৳ 9.03,https://medex.com.bd/brands/5647/piomet-15mg
PioMet,Tablet,Silva Pharmaceuticals Ltd.,15 mg+850 mg,Unit Price : ৳ 10.03,https://medex.com.bd/brands/5648/piomet-15mg
Piomin,Tablet,Pacific Pharmaceuticals Ltd.,15 mg+500 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/5649/piomin-15mg
Piomin,Tablet,Pacific Pharmaceuticals Ltd.,15 mg+850 mg,Unit Price : ৳ 11.50,https://medex.com.bd/brands/5650/piomin-15mg
Piozena,Tablet,Drug International Ltd.,15 mg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/5598/piozena-15mg
Piozena,Tablet,Drug International Ltd.,30 mg,Unit Price : ৳ 13.00,https://medex.com.bd/brands/5599/piozena-30mg
Piozena Plus,Tablet,Drug International Ltd.,15 mg+500 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/5651/piozena-plus-15mg
Piozena Plus,Tablet,Drug International Ltd.,15 mg+850 mg,Unit Price : ৳ 11.00,https://medex.com.bd/brands/5652/piozena-plus-15mg
Piper-Vet,Powder for Solution,Square Pharmaceuticals Ltd.,100%,"100 gm pack :
            
                                    ৳ 202.60",https://medex.com.bd/brands/31303/piper-vet-100
Piramil,Tablet,SANDOZ (A Novartis Division),2.5 mg,Unit Price : ৳ 7.00,https://medex.com.bd/brands/2637/piramil-25mg
Piramil,Tablet,SANDOZ (A Novartis Division),5 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/2638/piramil-5mg
Piratam,Tablet,General Pharmaceuticals Ltd.,800 mg,Unit Price : ৳ 6.04,https://medex.com.bd/brands/5156/piratam-800mg
Piratam,Syrup,General Pharmaceuticals Ltd.,500 mg/5 ml,"100 ml bottle :
            
                                    ৳ 151.00",https://medex.com.bd/brands/5157/piratam-500mg
Piravir,Tablet,ACME Laboratories Ltd.,200 mg,Unit Price : ৳ 400.00,https://medex.com.bd/brands/28724/piravir-200mg
Piravix,Tablet,Radiant Pharmaceuticals Ltd.,200 mg,Unit Price : ৳ 200.00,https://medex.com.bd/brands/28698/piravix-200mg
Pirazin,Powder for Solution,Techno Drugs Ltd.,100%,"100 gm pack :
            
                                    ৳ 200.00",https://medex.com.bd/brands/32119/pirazin-100
Pires-D,Syrup,Navana Pharmaceuticals Ltd.,(14 mg+6.5 mg+2 mg)/5 ml,"100 ml bottle :
            
                                    ৳ 80.00",https://medex.com.bd/brands/26926/pires-d-14mg
Pires-M,Syrup,Navana Pharmaceuticals Ltd.,(100 mg+1.1 mg+14 mg)/5 ml,"100 ml bottle :
            
                                    ৳ 80.00",https://medex.com.bd/brands/26925/pires-m-100mg
Piriton,Tablet,GlaxoSmithKline,4 mg,Unit Price : ৳ 0.50,https://medex.com.bd/brands/11844/piriton-4mg
Piriton,Syrup,GlaxoSmithKline,2 mg/5 ml,"100 ml bottle :
            
                                    ৳ 22.00",https://medex.com.bd/brands/11845/piriton-2mg
Piroban,Ointment,Navana Pharmaceuticals Ltd.,2% w/w,"10 gm tube :
            
                                    ৳ 140.00",https://medex.com.bd/brands/22696/piroban-2w
Pirocin,Ointment,Medicon Pharmaceuticals Ltd.,2% w/w,"10 gm tube :
            
                                    ৳ 130.67",https://medex.com.bd/brands/12965/pirocin-2w
Pirugold,Capsule,Veritas Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/29594/pirugold-500mg
Pirulin,Capsule,Radiant Nutraceuticals Ltd.,500 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/27692/pirulin-500mg
Pitavas,Tablet,Aristopharma Ltd.,2 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/3382/pitavas-2mg
Pitocin,IM/IV Injection,Chemist Laboratories  Ltd.,5 IU/ml,"5 IU ampoule :
            
                                    ৳ 15.00",https://medex.com.bd/brands/15667/pitocin-5iu
Pitocin DS,IM/IV Injection,Chemist Laboratories  Ltd.,10 IU/ml,"10 IU ampoule :
            
                                    ৳ 25.00",https://medex.com.bd/brands/15668/pitocin-ds-10iu
Pitofen,Tablet,Medicon Pharmaceuticals Ltd.,0.5 mg,Unit Price : ৳ 2.95,https://medex.com.bd/brands/10814/pitofen-05mg
Pivalo,Tablet,Square Pharmaceuticals Ltd.,2 mg,Unit Price : ৳ 10.03,https://medex.com.bd/brands/3383/pivalo-2mg
Pivasta,Tablet,Eskayef Pharmaceuticals Ltd.,2 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/23678/pivasta-2mg
Pivcilin,Tablet,Rangs Pharmaceuticals Ltd.,200 mg,Unit Price : ৳ 12.03,https://medex.com.bd/brands/27818/pivcilin-200mg
Pivicil,Tablet,General Pharmaceuticals Ltd.,200 mg,Unit Price : ৳ 12.09,https://medex.com.bd/brands/6686/pivicil-200mg
Pixan,Tablet,Globe Pharmaceuticals Ltd.,2.5 mg,Unit Price : ৳ 15.00,https://medex.com.bd/brands/26661/pixan-25mg
Pixan,Tablet,Globe Pharmaceuticals Ltd.,5 mg,Unit Price : ৳ 25.00,https://medex.com.bd/brands/26662/pixan-5mg
Pixorel,Tablet,Incepta Pharmaceuticals Ltd.,2.5 mg,Unit Price : ৳ 15.00,https://medex.com.bd/brands/26045/pixorel-25mg
Pixorel,Tablet,Incepta Pharmaceuticals Ltd.,5 mg,Unit Price : ৳ 25.00,https://medex.com.bd/brands/26046/pixorel-5mg
Pizide,Tablet,Kemiko Pharmaceuticals Ltd.,5 mg,Unit Price : ৳ 2.00,https://medex.com.bd/brands/5354/pizide-5mg
Pizo-A,Tablet,ACME Laboratories Ltd.,0.5 mg,Unit Price : ৳ 3.01,https://medex.com.bd/brands/10815/pizo-a-05mg
Pizo-A,Tablet,ACME Laboratories Ltd.,1.5 mg,Unit Price : ৳ 7.04,https://medex.com.bd/brands/10816/pizo-a-15mg
Pizofen,Tablet,Navana Pharmaceuticals Ltd.,0.5 mg,Unit Price : ৳ 3.01,https://medex.com.bd/brands/10817/pizofen-05mg
Pizofen TS,Tablet,Navana Pharmaceuticals Ltd.,1.5 mg,Unit Price : ৳ 7.02,https://medex.com.bd/brands/10818/pizofen-ts-15mg
Pizotin,Tablet,Nipa Pharmaceuticals Ltd.,0.5 mg,Unit Price : ৳ 3.00,https://medex.com.bd/brands/10819/pizotin-05mg
Pizotin,Tablet,Nipa Pharmaceuticals Ltd.,1.5 mg,Unit Price : ৳ 7.00,https://medex.com.bd/brands/10820/pizotin-15mg
Pizzi,Tablet,United Pharmaceuticals Ltd.,15 mg,Unit Price : ৳ 5.07,https://medex.com.bd/brands/27395/pizzi-15mg
Placent-B,Tablet,Navana Pharmaceuticals Ltd.,,Unit Price : ৳ 0.51,https://medex.com.bd/brands/13818/placent-b
Placent-B,Syrup,Navana Pharmaceuticals Ltd.,,"100 ml bottle :
            
                                    ৳ 35.11",https://medex.com.bd/brands/13819/placent-b
Placent-M,Tablet,Navana Pharmaceuticals Ltd.,,Unit Price : ৳ 1.80,https://medex.com.bd/brands/14219/placent-m
Placid,Chewable Tablet,Salton Pharmaceuticals Ltd.,250 mg+400 mg,Unit Price : ৳ 1.02,https://medex.com.bd/brands/483/placid-250mg
Pladex,Tablet,UniMed UniHealth,75 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/3242/pladex-75mg
Pladex-A,Tablet,UniMed UniHealth,75 mg+75 mg,Unit Price : ৳ 12.50,https://medex.com.bd/brands/3289/pladex-a-75mg
Plagrin,Tablet,Renata Limited,75 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/3243/plagrin-75mg
Plagrin Plus,Tablet,Renata Limited,75 mg+75 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/3290/plagrin-plus-75mg
Planex,Ointment,Incepta Pharmaceuticals Ltd.,0.005% w/w,"10 gm tube :
            
                                    ৳ 250.00",https://medex.com.bd/brands/13052/planex-0005w
Planex Plus,Ointment,Incepta Pharmaceuticals Ltd.,0.05%+0.005%,"20 gm tube :
            
                                    ৳ 380.00",https://medex.com.bd/brands/18219/planex-plus-0050005
Plarit,Tablet,UniMed UniHealth,90 mg,Unit Price : ৳ 75.00,https://medex.com.bd/brands/30100/plarit-90mg
Plasmasol,IV Infusion,Orion Infusion Ltd.,6%+0.9%,"500 ml bottle :
            
                                    ৳ 654.41",https://medex.com.bd/brands/14915/plasmasol-609
Plasmex,IV Infusion,Beacon Pharmaceuticals Ltd.,6%+0.9%,"500 ml bottle :
            
                                    ৳ 654.41",https://medex.com.bd/brands/14916/plasmex-609
Platinex,IV Infusion,Beacon Pharmaceuticals Ltd.,1 mg/ml,"10 mg vial :
            
                                    ৳ 250.00",https://medex.com.bd/brands/15104/platinex-1mg
Plator,Tablet,Innova Pharma (Albion),75 mg,Unit Price : ৳ 14.17,https://medex.com.bd/brands/19532/plator-75mg
Plator Plus,Tablet,Innova Pharma (Albion),75 mg+75 mg,Unit Price : ৳ 15.35,https://medex.com.bd/brands/19515/plator-plus-75mg
Platosin,IV Infusion,Pharmachemie BV,1 mg/ml,"10 mg vial :
            
                                    ৳ 1,687.00",https://medex.com.bd/brands/15102/platosin-1mg
Plavas Plus,Tablet,Concord Pharmaceuticals Ltd.,75 mg+75 mg,Unit Price : ৳ 12.04,https://medex.com.bd/brands/19519/plavas-plus-75mg
Plexivit,Syrup,Syntho Laboratories Ltd.,,"100 ml bottle :
            
                                    ৳ 20.80",https://medex.com.bd/brands/13891/plexivit
Plexivit M,Tablet,Syntho Laboratories Ltd.,,Unit Price : ৳ 1.00,https://medex.com.bd/brands/14220/plexivit-m
Plezer,Tablet,Delta Pharma Ltd.,30 mg,Unit Price : ৳ 20.00,https://medex.com.bd/brands/16405/plezer-30mg
PM,Oral Suspension,Reliance Pharmaceuticals Ltd.,120 mg/5 ml,"60 ml bottle :
            
                                    ৳ 20.00",https://medex.com.bd/brands/10484/pm-120mg
PM Plus,Tablet,Reliance Pharmaceuticals Ltd.,500 mg+65 mg,Unit Price : ৳ 1.50,https://medex.com.bd/brands/10643/pm-plus-500mg
Pmec,Cream,Navana Pharmaceuticals Ltd.,1%,"10 gm tube :
            
                                    ৳ 1,000.00",https://medex.com.bd/brands/31471/pmec-1
Pneumovax 23,IM/Deep SC Injection,Healthcare Pharmaceuticals Ltd.,0.5 ml,"0.5 ml pre-filled syringe :
            
                                    ৳ 1,900.00",https://medex.com.bd/brands/28958/pneumovax-23-05ml
Podo,Powder for Suspension,Kemiko Pharmaceuticals Ltd.,40 mg/5 ml,"50 ml bottle :
            
                                    ৳ 98.29",https://medex.com.bd/brands/7785/podo-40mg
Podoxi,Powder for Suspension,Chemist Laboratories  Ltd.,40 mg/5 ml,"50 ml bottle :
            
                                    ৳ 90.00",https://medex.com.bd/brands/7787/podoxi-40mg
Pofol,Emulsion for infusion,Popular Pharmaceuticals Ltd.,200 mg/20 ml,"20 ml vial :
            
                                    ৳ 250.00",https://medex.com.bd/brands/15276/pofol-200mg
Pogo,Syrup,Healthcare Pharmaceuticals Ltd.,,"100 ml bottle :
            
                                    ৳ 100.00",https://medex.com.bd/brands/13567/pogo
Pol,Tablet,Globe Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 0.80,https://medex.com.bd/brands/10485/pol-500mg
Pol,Oral Suspension,Globe Pharmaceuticals Ltd.,120 mg/5 ml,"60 ml bottle :
            
                                    ৳ 20.56",https://medex.com.bd/brands/10486/pol-120mg
Pol Plus,Tablet,Globe Pharmaceuticals Ltd.,500 mg+65 mg,Unit Price : ৳ 2.00,https://medex.com.bd/brands/10611/pol-plus-500mg
Polan,Tablet,Globe Pharmaceuticals Ltd.,5 mg,Unit Price : ৳ 3.00,https://medex.com.bd/brands/12175/polan-5mg
Polimet,Tablet,Rephco Pharmaceuticals Ltd.,15 mg+500 mg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/5653/polimet-15mg
Polimet,Tablet,Rephco Pharmaceuticals Ltd.,15 mg+850 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/5654/polimet-15mg
Polimet,Tablet,Concord Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/22099/polimet-500mg
Polimet,Tablet,Concord Pharmaceuticals Ltd.,850 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/22100/polimet-850mg
Politrim,Tablet,ACME Laboratories Ltd.,400 mg+80 mg,Unit Price : ৳ 1.43,https://medex.com.bd/brands/9043/politrim-400mg
Politrim,Oral Suspension,ACME Laboratories Ltd.,(200 mg+40 mg)/5 ml,"60 ml bottle :
            
                                    ৳ 21.65",https://medex.com.bd/brands/9046/politrim-200mg
Politrim DS,Tablet,ACME Laboratories Ltd.,800 mg+160 mg,Unit Price : ৳ 2.64,https://medex.com.bd/brands/9044/politrim-ds-800mg
Politrim-Vet,Bolus Tablet,ACME Laboratories Ltd.,1000 mg+200 mg,Unit Price : ৳ 4.36,https://medex.com.bd/brands/31382/politrim-vet-1000mg
Poly-Pred,Ophthalmic Suspension,Eskayef Pharmaceuticals Ltd.,(5 mg+3.5 mg+10000 IU)/ml,"5 ml drop :
            
                                    ৳ 223.75",https://medex.com.bd/brands/26822/poly-pred-5mg
Polycef,Capsule,Renata Limited,250 mg,Unit Price : ৳ 6.52,https://medex.com.bd/brands/6955/polycef-250mg
Polycef,Capsule,Renata Limited,500 mg,Unit Price : ৳ 12.54,https://medex.com.bd/brands/6956/polycef-500mg
Polycef,Powder for Suspension,Renata Limited,125 mg/5 ml,"100 ml bottle :
            
                                    ৳ 90.00",https://medex.com.bd/brands/6957/polycef-125mg
Polycef,Pediatric Drops,Renata Limited,125 mg/1.25 ml,"15 ml bottle :
            
                                    ৳ 62.00",https://medex.com.bd/brands/6958/polycef-125mg
Polycef,IM/IV Injection,Renata Limited,500 mg/vial,"500 mg vial :
            
                                    ৳ 65.00",https://medex.com.bd/brands/6961/polycef-500mg
Polycef,IM/IV Injection,Renata Limited,1 gm/vial,"1 gm vial :
            
                                    ৳ 90.00",https://medex.com.bd/brands/6962/polycef-1gm
Polycef DS,Powder for Suspension,Renata Limited,250 mg/5 ml,"100 ml bottle :
            
                                    ৳ 132.00",https://medex.com.bd/brands/6959/polycef-ds-250mg
Polycort,Ear Drop,Gaco Pharmaceuticals Ltd.,(10 mg+3400 Units+10000 Units)/ml,"5 ml drop :
            
                                    ৳ 45.14",https://medex.com.bd/brands/15896/polycort-10mg
Polydex-N,Ophthalmic Solution,Aristopharma Ltd.,(1 mg+3500 IU+6000 IU)/ml,"5 ml drop :
            
                                    ৳ 90.00",https://medex.com.bd/brands/15841/polydex-n-1mg
Polydin,Solution,Chemist Laboratories  Ltd.,10% w/v,"1 Litter bottle :
            
                                    ৳ 700.00",https://medex.com.bd/brands/12849/polydin-10w
Polydin Vet,Solution,Chemist Laboratories  Ltd.,10%,"100 ml bottle :
            
                                    ৳ 100.00",https://medex.com.bd/brands/32096/polydin-vet-10
Polyfiz,Tablet,Globe Pharmaceuticals Ltd.,47 mg+0.5 mg+22.5 mg,Unit Price : ৳ 3.50,https://medex.com.bd/brands/26660/polyfiz-47mg
Polyforte,Ophthalmic Suspension,Aristopharma Ltd.,(5 mg+3.5 mg+10000 IU)/ml,"5 ml drop :
            
                                    ৳ 150.00",https://medex.com.bd/brands/16631/polyforte-5mg
Polygel,Ophthalmic Solution,Ibn Sina Pharmaceuticals Ltd.,0.4%+0.3%,"10 ml drop :
            
                                    ৳ 150.00",https://medex.com.bd/brands/16167/polygel-0403
Polylac,Concentrated Oral Solution,Silco Pharmaceutical Ltd.,3.35 gm/5 ml,"100 ml bottle :
            
                                    ৳ 120.00",https://medex.com.bd/brands/31500/polylac-335gm
Polymax-B,Injection,Incepta Pharmaceuticals Ltd.,500000 units/vial,"500000 units vial :
            
                                    ৳ 400.00",https://medex.com.bd/brands/30181/polymax-b-500000units
Polymix,Ophthalmic Ointment,Opso Saline Ltd.,(500 IU+10000 IU)/gm,"3 gm tube :
            
                                    ৳ 35.13",https://medex.com.bd/brands/12970/polymix-500iu
Polymix G,Ophthalmic Solution,Opso Saline Ltd.,(25 IU+1700 IU+5000 IU)/ml,"5 ml drop :
            
                                    ৳ 30.10",https://medex.com.bd/brands/15744/polymix-g-25iu
Polymix H,Ear Drop,Opso Saline Ltd.,(10 mg+3400 Units+10000 Units)/ml,"5 ml drop :
            
                                    ৳ 40.15",https://medex.com.bd/brands/15897/polymix-h-10mg
Polynac,Tablet,Leon Pharmaceuticals Ltd.,100 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/17385/polynac-100mg
Polypro,Ophthalmic Solution,Pacific Pharmaceuticals Ltd.,0.4%+0.3%,"10 ml drop :
            
                                    ৳ 150.00",https://medex.com.bd/brands/28583/polypro-0403
Polyron,Syrup,ACI Limited,50 mg/5 ml,"100 ml bottle :
            
                                    ৳ 40.12",https://medex.com.bd/brands/13130/polyron-50mg
Polysol,Ophthalmic Solution,Apex Pharmaceuticals Ltd.,0.4%+0.3%,"10 ml drop :
            
                                    ৳ 150.00",https://medex.com.bd/brands/16168/polysol-0403
Polytamin,Syrup,NIPRO JMI Pharma Ltd.,,"100 ml bottle :
            
                                    ৳ 50.15",https://medex.com.bd/brands/13379/polytamin
Polytar,Shampoo,Stiefel Laboratories Ltd.,1%,"150 ml bottle :
            
                                    ৳ 650.00",https://medex.com.bd/brands/16649/polytar-1
Polytetra,Ointment,Pharmadesh Laboratories Ltd.,3%+0.013%,"5 gm tube :
            
                                    ৳ 25.00",https://medex.com.bd/brands/12955/polytetra-30013
Polytracin,Ophthalmic Ointment,Ibn Sina Pharmaceuticals Ltd.,(500 IU+10000 IU)/gm,"5 gm tube :
            
                                    ৳ 65.00",https://medex.com.bd/brands/12971/polytracin-500iu
Polyxim,Capsule,Leon Pharmaceuticals Ltd.,200 mg,Unit Price : ৳ 35.00,https://medex.com.bd/brands/18759/polyxim-200mg
Polyxim,Capsule,Leon Pharmaceuticals Ltd.,400 mg,Unit Price : ৳ 50.00,https://medex.com.bd/brands/18760/polyxim-400mg
Polyxim,Powder for Suspension,Leon Pharmaceuticals Ltd.,100 mg/5 ml,"50 ml bottle :
            
                                    ৳ 195.00",https://medex.com.bd/brands/18761/polyxim-100mg
Polyxim DS,Powder for Suspension,Leon Pharmaceuticals Ltd.,200 mg/5 ml,"50 ml bottle :
            
                                    ৳ 320.00",https://medex.com.bd/brands/18762/polyxim-ds-200mg
Ponatinix,Tablet,Beacon Pharmaceuticals Ltd.,15 mg,Unit Price : ৳ 656.60,https://medex.com.bd/brands/27292/ponatinix-15mg
Ponatinix,Tablet,Beacon Pharmaceuticals Ltd.,45 mg,"Unit Price : ৳ 1,937.60",https://medex.com.bd/brands/27293/ponatinix-45mg
Ponos,Tablet,One Pharma Ltd.,100 mg,Unit Price : ৳ 5.00,https://medex.com.bd/brands/17386/ponos-100mg
POP-D,Tablet,Incepta Pharmaceuticals Ltd.,0.075 mg,"28 tablet pack :
            
                                    ৳ 60.00",https://medex.com.bd/brands/6097/pop-d-0075mg
Popular Hand Sanitizer,Hand Rub,Popular Pharmaceuticals Ltd.,75%+0.125%+1.45%,"200 ml bottle :
            
                                    ৳ 200.00",https://medex.com.bd/brands/28980/popular-hand-sanitizer-750125
Porishkar,Hand Rub,Naafco Pharma Ltd.,75%+0.125%+1.45%,"50 ml bottle :
            
                                    ৳ 50.00",https://medex.com.bd/brands/28797/porishkar-750125
Posanox,Tablet (Delayed Release),Opsonin Pharma Ltd.,100 mg,Unit Price : ৳ 200.00,https://medex.com.bd/brands/31844/posanox-100mg
Postinor,Tablet,City Overseas Ltd.,0.75 mg,"2 tablet pack :
            
                                    ৳ 80.00",https://medex.com.bd/brands/6104/postinor-075mg
Potacit,Oral Solution,Healthcare Pharmaceuticals Ltd.,(1500 mg+250 mg)/5 ml,"200 ml bottle :
            
                                    ৳ 200.00",https://medex.com.bd/brands/23723/potacit-1500mg
Povicid,Ointment,Drug International Ltd.,5% w/w,"15 gm tube :
            
                                    ৳ 40.00",https://medex.com.bd/brands/23742/povicid-5w
Poviclean,Solution,Greenland Pharmaceuticals Ltd.,10% w/v,"100 ml bottle :
            
                                    ৳ 28.00",https://medex.com.bd/brands/23754/poviclean-10w
Poviclean,Ointment,Rephco Pharmaceuticals Ltd.,5% w/w,"10 gm tube :
            
                                    ৳ 25.00",https://medex.com.bd/brands/23772/poviclean-5w
Povidex,Cream,Healthcare Pharmaceuticals Ltd.,6% w/w,"20 gm tube :
            
                                    ৳ 50.00",https://medex.com.bd/brands/23755/povidex-6w
Povidex,Ointment,Healthcare Pharmaceuticals Ltd.,5% w/w,"25 gm tube :
            
                                    ৳ 55.00",https://medex.com.bd/brands/23756/povidex-5w
Povidex,Solution,Healthcare Pharmaceuticals Ltd.,10% w/v,"100 ml bottle :
            
                                    ৳ 110.00",https://medex.com.bd/brands/29222/povidex-10w
Povidine,Ointment,Alco Pharma Ltd.,5% w/w,"15 gm tube :
            
                                    ৳ 34.10",https://medex.com.bd/brands/12861/povidine-5w
Povidon,Solution,Eskayef Pharmaceuticals Ltd.,10% w/v,"30 ml bottle :
            
                                    ৳ 55.00",https://medex.com.bd/brands/23744/povidon-10w
Povidon,Ointment,Eskayef Pharmaceuticals Ltd.,5% w/w,"20 gm tube :
            
                                    ৳ 40.00",https://medex.com.bd/brands/23745/povidon-5w
Povidon Vet,Solution,Eskayef Pharmaceuticals Ltd.,10%,"100 ml bottle :
            
                                    ৳ 100.00",https://medex.com.bd/brands/31843/povidon-vet-10
Povidon-I,Solution,Ziska Pharmaceuticals Ltd.,10% w/v,"100 ml bottle :
            
                                    ৳ 100.00",https://medex.com.bd/brands/12851/povidon-i-10w
Povidone,Solution,Amico Laboratories Ltd.,10% w/v,"100 ml bottle :
            
                                    ৳ 31.59",https://medex.com.bd/brands/12850/povidone-10w
Povidone,Cream,Amico Laboratories Ltd.,6% w/w,"5 gm tube :
            
                                    ৳ 22.00",https://medex.com.bd/brands/23737/povidone-6w
Povidye,Ophthalmic Solution,Pacific Pharmaceuticals Ltd.,5% v/v,"10 ml drop :
            
                                    ৳ 90.00",https://medex.com.bd/brands/29886/povidye-5v
Povigerm,Ointment,Edruc Ltd.,5% w/w,"20 gm tube :
            
                                    ৳ 25.00",https://medex.com.bd/brands/12862/povigerm-5w
Povikil,Solution,Veritas Pharmaceuticals Ltd.,10% w/v,"100 ml bottle :
            
                                    ৳ 95.00",https://medex.com.bd/brands/30979/povikil-10w
Povilect,Ophthalmic Solution,Kemiko Pharmaceuticals Ltd.,5% v/v,"10 ml drop :
            
                                    ৳ 90.00",https://medex.com.bd/brands/23733/povilect-5v
Povimed,Solution,MedRx Life Science Ltd.,10% w/v,"100 ml bottle :
            
                                    ৳ 35.00",https://medex.com.bd/brands/23761/povimed-10w
Povimed,Cream,MedRx Life Science Ltd.,6% w/w,"25 gm tube :
            
                                    ৳ 50.00",https://medex.com.bd/brands/23762/povimed-6w
Povin,Solution,Opsonin Pharma Ltd.,10% w/v,"100 ml bottle :
            
                                    ৳ 100.00",https://medex.com.bd/brands/12852/povin-10w
Povin,Ointment,Opsonin Pharma Ltd.,5% w/w,"10 gm tube :
            
                                    ৳ 15.10",https://medex.com.bd/brands/12863/povin-5w
Povin,Mouthwash,Opsonin Pharma Ltd.,1% w/v,"100 ml bottle :
            
                                    ৳ 35.00",https://medex.com.bd/brands/12869/povin-1w
Povin,Ophthalmic Solution,Opsonin Pharma Ltd.,5% v/v,"10 ml drop :
            
                                    ৳ 90.00",https://medex.com.bd/brands/16179/povin-5v
Povin,Spray,Opsonin Pharma Ltd.,2.5% v/v,"50 ml spray :
            
                                    ৳ 250.00",https://medex.com.bd/brands/31814/povin-25v
Povisep,Solution,Jayson Pharmaceuticals Ltd.,5% w/v,"20 ml bottle :
            
                                    ৳ 25.07",https://medex.com.bd/brands/12853/povisep-5w
Povisep,Solution,Jayson Pharmaceuticals Ltd.,10% w/v,"30 ml bottle :
            
                                    ৳ 55.17",https://medex.com.bd/brands/12854/povisep-10w
Povisep,Cream,Jayson Pharmaceuticals Ltd.,6% w/w,"5 gm tube :
            
                                    ৳ 22.07",https://medex.com.bd/brands/12864/povisep-6w
Povisep,Mouthwash,Jayson Pharmaceuticals Ltd.,1% w/v,"100 ml bottle :
            
                                    ৳ 35.11",https://medex.com.bd/brands/12870/povisep-1w
Povisep,Oral Powder,Jayson Pharmaceuticals Ltd.,5% w/w,"10 gm pack :
            
                                    ৳ 30.09",https://medex.com.bd/brands/12873/povisep-5w
Povisep,Surgical Scrub,Jayson Pharmaceuticals Ltd.,7.5% w/v,"250 ml bottle :
            
                                    ৳ 325.98",https://medex.com.bd/brands/12875/povisep-75w
Povisep,Ophthalmic Solution,Jayson Pharmaceuticals Ltd.,1.25% v/v,"5 ml drop :
            
                                    ৳ 48.33",https://medex.com.bd/brands/12876/povisep-125v
Povisep,Vaginal Gel,Jayson Pharmaceuticals Ltd.,10% w/w,"30 gm tube :
            
                                    ৳ 80.24",https://medex.com.bd/brands/15678/povisep-10w
Povital,Tablet,ACI Limited,100 mg+200 mg+200 mcg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/13689/povital-100mg
Povital,IM Injection,ACI Limited,(100 mg+100 mg+1 mg)/3 ml,"3 ml ampoule :
            
                                    ৳ 25.17",https://medex.com.bd/brands/13690/povital-100mg
Povitic,Solution,Benham Pharmaceuticals Ltd.,10% w/v,"100 ml bottle :
            
                                    ৳ 100.00",https://medex.com.bd/brands/27478/povitic-10w
Power Gold,Tablet,The White Horse Pharma,,Unit Price : ৳ 6.00,https://medex.com.bd/brands/14110/power-gold
Power Silver,Tablet,The White Horse Pharma,,Unit Price : ৳ 7.00,https://medex.com.bd/brands/14149/power-silver
Powercef,IM Injection,Chemist Laboratories  Ltd.,250 mg/vial,"250 mg vial :
            
                                    ৳ 98.00",https://medex.com.bd/brands/8053/powercef-250mg
Powercef,IM Injection,Chemist Laboratories  Ltd.,500 mg/vial,"500 mg vial :
            
                                    ৳ 130.00",https://medex.com.bd/brands/8054/powercef-500mg
Powercef,IM Injection,Chemist Laboratories  Ltd.,1 gm/vial,"1 gm vial :
            
                                    ৳ 187.00",https://medex.com.bd/brands/8055/powercef-1gm
Powercef,IV Injection,Chemist Laboratories  Ltd.,2 gm/vial,"2 gm vial :
            
                                    ৳ 300.00",https://medex.com.bd/brands/8056/powercef-2gm
Powercef,IV Injection,Chemist Laboratories  Ltd.,1 gm/vial,"1 gm vial :
            
                                    ৳ 187.00",https://medex.com.bd/brands/8057/powercef-1gm
